,Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Latitude,Longitude
6234,270000,362.0103231422213,50,2,2,1,1,1,1,1,0,Ermelino Matarazzo/São Paulo,-23.501332,-46.472309
6235,350000,500.0,76,3,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.503964,-46.487872
6236,290000,520.0,55,2,2,1,1,1,1,0,0,Ermelino Matarazzo/São Paulo,-23.503028,-46.474118
6237,183017,268.57700001799776,40,2,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.487007,-46.470746
6238,250000,380.0,48,2,2,1,1,1,0,1,0,Ermelino Matarazzo/São Paulo,-23.489856,-46.498724
6239,259000,411.8489888983745,63,2,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.488885,-46.468045
6240,280000,508.0,63,3,2,1,1,1,1,1,0,Ermelino Matarazzo/São Paulo,-23.489866,-46.498882
6241,360000,560.0,76,3,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.503964,-46.487872
6242,199000,350.0,48,2,2,1,1,0,0,1,0,Ermelino Matarazzo/São Paulo,-23.493724,-46.47017
6243,245000,519.0,55,2,2,1,1,0,0,1,0,Ermelino Matarazzo/São Paulo,-23.503028,-46.474118
6244,270000,500.0,63,2,2,1,1,0,0,1,0,Ermelino Matarazzo/São Paulo,-23.501031,-46.474652
6245,270000,426.8431807804543,65,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,-23.495089,-46.480883
6246,280000,350.0,64,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,-23.503012,-46.474719
6247,220000,200.0,47,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,-23.483649,-46.490709
6248,195000,300.0,55,2,2,1,1,1,0,0,0,Ermelino Matarazzo/São Paulo,-23.493932,-46.507315
6249,255000,413.8621572753542,64,2,2,1,1,0,0,0,0,Ermelino Matarazzo/São Paulo,-23.501059,-46.475491
6250,250000,350.0,50,2,2,1,1,1,1,0,0,Ermelino Matarazzo/São Paulo,-23.502494,-46.476288
6251,490000,624.0,130,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.488042,-46.619123
6252,1250000,1342.651034424701,146,4,3,2,4,1,0,1,0,Guaianazes/São Paulo,-23.498178,-46.619606
6253,190000,285.5745469329951,43,1,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.563591,-46.403328
6254,150000,100.0,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.563787,-46.405495
6255,128000,100.0,56,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.562851,-46.406731
6256,130000,289.83892953239683,52,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.562855,-46.40645
6257,135000,120.0,52,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.569721,-46.397893
6258,165000,250.0,53,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.564197,-46.409415
6259,135000,150.0,56,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.564266,-46.404911
6260,400000,560.0,50,2,2,1,1,1,0,1,0,Guaianazes/São Paulo,-23.493276,-46.617289
6261,95000,100.0,49,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.581213,-46.389767
6262,169000,70.0,58,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.564266,-46.404911
6263,143100,110.0,58,3,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.562851,-46.406731
6264,144900,285.47346544732886,49,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.560754,-46.404476
6265,153000,160.0,48,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.564197,-46.409415
6266,140000,200.0,60,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.569057,-46.399085
6267,185000,150.0,42,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.56785,-46.402733
6268,450000,1093.0,70,2,2,1,2,1,0,0,0,Guaianazes/São Paulo,-23.493707,-46.612494
6269,169000,70.0,58,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.56609,-46.4029
6270,120000,100.0,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.562646,-46.407854
6271,130000,250.0,48,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.57486,-46.392836
6272,144900,120.0,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.563354,-46.406927
6273,190000,280.0,45,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.564376,-46.407187
6274,135000,253.82549261475185,43,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.57486,-46.392836
6275,99842,211.91939003738702,38,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.563591,-46.403328
6276,135000,110.0,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.562855,-46.40645
6277,158000,245.49141732903047,38,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.563591,-46.403328
6278,144900,100.0,56,2,2,1,1,0,0,0,0,Guaianazes/São Paulo,-23.563354,-46.406927
6279,7080000,5265.613367847289,275,4,5,4,5,0,0,1,0,Iguatemi/São Paulo,-23.584482,-46.682312
6280,1100000,1200.0,131,3,3,1,1,0,0,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
6281,1060000,1153.0,137,3,3,1,1,1,0,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
6282,10000000,7245.108479006132,343,4,7,4,5,0,0,0,0,Iguatemi/São Paulo,-23.585487,-46.681676
6283,1100000,950.0,130,3,3,1,1,0,0,0,0,Iguatemi/São Paulo,-23.584482,-46.682312
6284,1200000,1230.0,120,3,2,1,1,0,0,0,0,Iguatemi/São Paulo,-23.582532,-46.683292
6285,790000,800.0,92,2,2,1,1,1,0,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
6286,7765616,5678.677759437909,279,4,6,4,4,1,0,1,0,Iguatemi/São Paulo,-23.585487,-46.681676
6287,9979947,7233.5327738017,343,4,6,4,5,1,0,1,0,Iguatemi/São Paulo,-23.585487,-46.681676
6288,6750000,5075.119041937829,275,4,6,4,4,1,0,1,0,Iguatemi/São Paulo,-23.585487,-46.681676
6289,3850000,3076.9137078756567,200,2,4,2,3,1,0,1,0,Iguatemi/São Paulo,-23.584482,-46.682312
6290,7500000,5508.060691732055,275,4,5,4,4,1,0,1,0,Iguatemi/São Paulo,-23.596469,-46.680587
6291,850000,947.5055818509236,108,3,2,1,1,0,0,0,0,Iguatemi/São Paulo,-23.584482,-46.682312
6292,1105000,890.0,45,1,2,1,1,1,0,1,0,Iguatemi/São Paulo,-23.584482,-46.682312
6293,900000,450.0,90,2,3,1,1,0,1,0,0,Iguatemi/São Paulo,-23.584482,-46.682312
6294,4900000,3687.3542080967886,201,4,5,4,3,1,0,1,0,Iguatemi/São Paulo,-23.58783,-46.68341
6295,4900000,3687.3542080967886,201,3,5,3,3,0,0,1,0,Iguatemi/São Paulo,-23.585269,-46.681625
6296,600000,1050.0,78,2,2,1,1,0,0,0,0,Iguatemi/São Paulo,-23.583814,-46.683
6297,1100000,930.0,110,3,3,1,1,0,0,0,0,Iguatemi/São Paulo,-23.585672,-46.681216
6298,120000,250.0,50,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.479503,-46.379366
6299,165000,250.0,50,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.479503,-46.379366
6300,240000,270.0,47,2,2,1,1,0,0,1,0,Itaim Paulista/São Paulo,-23.489486,-46.384209
6301,170000,265.38505525338473,41,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.517475,-46.388122
6303,130000,250.0,50,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.479503,-46.379366
6304,150000,250.0,50,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.479503,-46.379366
6305,190000,260.0,48,3,2,1,1,0,1,1,0,Itaim Paulista/São Paulo,-23.517399,-46.388845
6306,190000,260.0,52,3,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.517399,-46.388845
6307,160000,200.0,44,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.479068,-46.379247
6308,185000,280.0,59,2,2,1,1,0,0,1,0,Itaim Paulista/São Paulo,-23.517399,-46.388845
6309,189000,270.0,47,2,2,1,1,0,0,1,0,Itaim Paulista/São Paulo,-23.489486,-46.384209
6310,85000,52.0,49,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.506138,-46.372909
6311,151000,65.0,52,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.514961,-46.382468
6312,135000,200.0,48,2,2,1,1,0,1,0,0,Itaim Paulista/São Paulo,-23.502469,-46.397416
6313,800000,110.0,90,3,3,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.498213,-46.396454
6314,220000,302.8922129247642,43,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.501052,-46.391525
6315,168000,189.0,46,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.483159,-46.378916
6317,190000,298.5411184606417,46,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.502469,-46.397416
6318,160000,289.86783348730376,48,2,2,1,1,0,1,0,0,Itaim Paulista/São Paulo,-23.504728,-46.397973
6319,140000,71.0,45,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.518376,-46.390732
6320,180000,280.0,46,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.502469,-46.397416
6321,210000,320.0,56,3,2,1,1,0,0,1,0,Itaim Paulista/São Paulo,-23.523357,-46.38445
6322,290000,451.35486296928025,68,3,2,1,1,1,0,0,0,Itaim Paulista/São Paulo,-23.505174,-46.398019
6323,180000,297.0907536392675,47,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.500719,-46.395185
6324,210000,357.63032472319196,57,3,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.512489,-46.393822
6325,150000,300.0,52,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,-23.479858,-46.381167
6326,169900,260.0,41,2,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.534905,-46.451723
6327,235000,429.0,48,2,2,1,1,0,0,0,0,Itaquera/São Paulo,-23.550743,-46.460646
6328,185000,312.94360283220897,50,2,2,1,1,1,0,0,0,Itaquera/São Paulo,-23.550354,-46.453519
6329,175000,180.0,41,2,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.559744,-46.446929
6330,174900,180.0,41,2,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.534892,-46.451745
6331,179900,180.0,42,2,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.53495,-46.451731
6332,174900,268.21360736537366,41,2,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.534892,-46.451745
6333,174000,263.37188687640503,40,2,2,1,1,1,0,0,0,Itaquera/São Paulo,-23.548826,-46.456244
6334,290000,570.0,70,3,2,1,1,0,0,1,0,Itaquera/São Paulo,-23.528637,-46.454132
6335,241000,250.0,51,2,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.547501,-46.456513
6336,149900,253.78221903889946,41,2,2,1,1,1,0,0,0,Itaquera/São Paulo,-23.550176,-46.453823
6337,169900,265.32732970007885,41,2,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.534892,-46.451745
6339,174900,268.21360736537366,41,2,2,1,1,1,0,0,0,Itaquera/São Paulo,-23.553493,-46.458531
6340,159900,246.58820284184253,38,2,2,1,1,0,0,0,0,Itaquera/São Paulo,-23.543508,-46.453339
6341,220000,300.0,55,2,2,1,1,0,0,0,0,Itaquera/São Paulo,-23.531883,-46.461437
6342,233000,298.0,55,2,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.529568,-46.456204
6343,169000,200.0,39,2,2,1,1,1,0,0,0,Itaquera/São Paulo,-23.544306,-46.445509
6344,179900,271.0998850306685,41,2,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.534892,-46.451745
6345,270000,440.0,50,2,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.543764,-46.456868
6346,343240,349.0,65,3,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.529458,-46.455752
6348,360000,395.0,64,3,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.538264,-46.447313
6349,190000,230.0,55,3,2,1,1,0,0,0,0,Itaquera/São Paulo,-23.544274,-46.442291
6350,232999,300.0,55,2,2,1,1,1,0,1,0,Itaquera/São Paulo,-23.529153,-46.455747
6351,170000,100.0,56,2,2,1,1,0,0,0,0,Itaquera/São Paulo,-23.539779,-46.433974
6352,199000,277.80327520287926,40,2,2,1,1,1,0,1,0,Jardim Helena/São Paulo,-23.536115,-46.427779
6353,168910,282.04460875921257,45,2,1,0,1,1,0,0,1,Jardim Helena/São Paulo,-23.48873,-46.373372
6354,203000,270.0,40,2,2,1,1,1,0,1,0,Jardim Helena/São Paulo,-23.536115,-46.427779
6355,240000,300.0,43,2,2,1,1,1,0,1,0,Jardim Helena/São Paulo,-23.537306,-46.427671
6356,265000,250.0,40,2,2,1,1,0,0,1,0,Jardim Helena/São Paulo,-23.534558,-46.429205
6357,195000,365.0,44,2,2,1,1,1,0,1,0,Jardim Helena/São Paulo,-23.534558,-46.429205
6358,200000,299.9914832820159,45,2,2,1,1,1,0,0,1,Jardim Helena/São Paulo,-23.475611,-46.427471
6359,146220,238.69134714959586,38,2,1,0,1,1,0,0,1,Jardim Helena/São Paulo,-23.44016,-46.404408
6360,169000,260.4856092111102,40,2,2,1,1,1,0,1,0,Jardim Helena/São Paulo,-23.535849,-46.428163
6361,210000,200.0,40,2,2,1,1,1,0,1,0,Jardim Helena/São Paulo,-23.537306,-46.427671
6362,85000,177.4186203604326,32,1,2,1,1,1,0,0,1,Jardim Helena/São Paulo,-23.558842,-46.573205
6363,195000,275.49425307064337,40,2,2,1,1,1,0,1,0,Jardim Helena/São Paulo,-23.536115,-46.427779
6364,98000,235.0,53,2,2,1,1,0,0,0,0,Jardim Helena/São Paulo,-23.479604,-46.379402
6365,175000,328.78200004769695,55,2,2,1,1,0,0,0,0,Jardim Helena/São Paulo,-23.541105,-46.429125
6366,250000,170.0,52,2,2,1,1,0,0,0,0,Jardim Helena/São Paulo,-23.534558,-46.429205
6367,175000,250.98257088181742,37,2,2,1,1,0,0,0,0,Jardim Helena/São Paulo,-23.540542,-46.429502
6368,159000,237.4242918436584,36,2,2,1,1,0,1,0,0,Jardim Helena/São Paulo,-23.541637,-46.430378
6369,203000,280.1122973351151,40,2,2,1,1,0,0,0,0,Jardim Helena/São Paulo,-23.536115,-46.427779
6370,147974,239.70385335458127,38,2,1,0,1,1,0,0,1,Jardim Helena/São Paulo,-23.44016,-46.404408
6371,175000,250.98257088181742,37,2,2,1,1,0,0,0,0,Jardim Helena/São Paulo,-23.540541,-46.429503
6372,120000,190.0,45,2,2,1,1,0,0,0,0,Jardim Helena/São Paulo,-23.484234,-46.418785
6373,199000,200.0,44,2,2,1,1,0,0,1,0,Jardim Helena/São Paulo,-23.537566,-46.427028
6374,203000,280.1122973351151,40,2,2,1,1,1,0,0,0,Jardim Helena/São Paulo,-23.534558,-46.429205
6375,165000,50.0,36,2,2,1,1,0,0,0,0,Jardim Helena/São Paulo,-23.484234,-46.418785
6376,250000,130.0,90,2,2,1,1,0,0,0,0,Jardim Helena/São Paulo,-23.534558,-46.429205
6377,165000,240.8878250420122,36,2,2,1,1,0,0,0,0,Jardim Helena/São Paulo,-23.484234,-46.418785
6378,240000,360.0,48,2,2,1,1,0,1,0,0,Jardim Helena/São Paulo,-23.531018,-46.439344
6379,212000,330.0,46,2,2,1,1,1,0,1,0,Jardim Helena/São Paulo,-23.531018,-46.439344
6380,276596,300.0,49,2,2,1,1,0,0,1,0,Jardim Helena/São Paulo,-23.534558,-46.429205
6381,152900,150.0,37,2,2,1,1,0,0,0,0,José Bonifácio/São Paulo,-23.563779,-46.426766
6382,274999,340.0,65,3,2,1,1,1,0,1,0,José Bonifácio/São Paulo,-23.52932,-46.455579
6383,233999,270.0,55,2,2,1,1,1,0,1,0,José Bonifácio/São Paulo,-23.52932,-46.455579
6384,169900,150.0,37,2,2,1,1,1,0,0,0,José Bonifácio/São Paulo,-23.563996,-46.426201
6385,243999,300.0,57,2,2,1,1,1,0,1,0,José Bonifácio/São Paulo,-23.52932,-46.455579
6386,180000,115.0,51,3,2,1,1,0,0,0,0,José Bonifácio/São Paulo,-23.55144,-46.442855
6387,169900,150.0,37,2,2,1,1,0,0,1,0,José Bonifácio/São Paulo,-23.563996,-46.426201
6388,166797,254.89172476256573,39,2,2,1,1,0,0,0,0,José Bonifácio/São Paulo,-23.527272,-46.458054
6389,175000,337.42638106612804,57,3,2,1,1,0,0,0,0,José Bonifácio/São Paulo,-23.563322,-46.369118
6390,171000,295.0,50,2,2,1,1,0,0,0,0,José Bonifácio/São Paulo,-23.55405,-46.428543
6391,235000,303.0,45,2,2,1,1,1,0,1,0,José Bonifácio/São Paulo,-23.557751,-46.4426
6392,186000,150.0,55,3,2,1,1,0,0,0,0,José Bonifácio/São Paulo,-23.547014,-46.442737
6393,180000,240.0,47,2,2,1,1,0,0,0,0,José Bonifácio/São Paulo,-23.545936,-46.434514
6394,296800,192.0,45,2,2,1,1,1,0,1,0,José Bonifácio/São Paulo,-23.557751,-46.4426
6395,265000,370.0,45,2,2,1,1,1,0,1,0,José Bonifácio/São Paulo,-23.563392,-46.445623
6396,165000,110.0,56,2,2,1,1,0,0,0,0,José Bonifácio/São Paulo,-23.551559,-46.442557
6397,265000,370.0,45,2,2,1,1,1,0,1,0,José Bonifácio/São Paulo,-23.558061,-46.440062
6398,742000,1075.3383666860384,152,3,4,1,2,0,0,0,0,José Bonifácio/São Paulo,-23.500442,-46.454774
6399,419000,839.0,70,2,2,1,1,0,0,1,0,José Bonifácio/São Paulo,-23.500442,-46.454774
6400,185000,261.07731672162265,38,2,2,1,1,0,0,0,0,José Bonifácio/São Paulo,-23.49976,-46.456263
6401,260000,390.0,55,2,2,1,1,1,0,0,0,José Bonifácio/São Paulo,-23.501726,-46.455737
6402,221000,100.0,48,2,2,1,1,1,0,0,1,José Bonifácio/São Paulo,-23.498993,-46.453789
6403,235450,100.0,47,2,2,1,1,1,0,0,0,José Bonifácio/São Paulo,-23.501855,-46.456385
6404,221000,100.0,47,2,2,1,1,1,0,0,0,José Bonifácio/São Paulo,-23.501855,-46.456385
6405,165000,225.0,48,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.541181,-46.405825
6406,144900,233.6071793367425,37,2,1,0,1,1,0,0,1,Lajeado/São Paulo,-23.563996,-46.426201
6407,165000,225.0,50,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.541181,-46.405825
6408,150000,170.0,43,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.541181,-46.405825
6409,180000,230.0,70,3,2,1,1,1,0,0,0,Lajeado/São Paulo,-23.541181,-46.405825
6410,130000,195.0,42,1,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.533705,-46.405574
6411,185000,400.0,52,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.513011,-46.436953
6412,155000,265.3706032759312,43,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.53209,-46.40717
6414,150000,270.0,54,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.512989,-46.437574
6415,168000,240.0,42,1,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.533705,-46.405574
6416,180000,318.7017061853452,52,3,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.541181,-46.405825
6417,160000,150.0,47,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.541181,-46.405825
6418,169900,270.0,54,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.512797,-46.437541
6420,160000,170.0,43,3,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.541181,-46.405825
6421,45000,225.0,40,2,2,1,1,0,1,0,0,Lajeado/São Paulo,-23.544439,-46.405896
6422,180000,220.0,43,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.541181,-46.405825
6423,165000,225.0,47,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.541181,-46.405825
6424,200000,268.0,43,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.533705,-46.405574
6425,165000,225.0,45,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.541272,-46.405782
6426,200000,60.0,50,2,2,1,1,0,0,1,0,Lajeado/São Paulo,-23.534887,-46.403105
6427,190000,400.0,52,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.512865,-46.436892
6428,205000,324.48871349338833,50,2,2,1,1,1,0,1,0,Lajeado/São Paulo,-23.537724,-46.313064
6431,190000,280.0,50,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.512865,-46.436892
6432,165000,318.6872542078918,54,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.541181,-46.405825
6433,219000,250.0,56,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.512865,-46.436892
6434,169900,270.0,54,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.512925,-46.437504
6435,198500,320.73655252850506,50,2,2,1,1,1,0,1,0,Lajeado/São Paulo,-23.534887,-46.403105
6436,190000,324.4742615159349,52,2,2,1,1,0,0,0,0,Lajeado/São Paulo,-23.513011,-46.436953
6437,157900,150.0,37,2,2,1,1,0,0,0,0,Parque do Carmo/São Paulo,-23.566344,-46.428093
6438,200000,308.6358643004469,47,2,2,1,1,1,0,1,0,Parque do Carmo/São Paulo,-23.593369,-46.469455
6439,204899,260.0,46,2,2,1,1,1,0,1,0,Parque do Carmo/São Paulo,-23.605906,-46.469521
6440,149900,160.0,41,2,2,1,1,1,0,0,0,Parque do Carmo/São Paulo,-23.575531,-46.451339
6442,215000,362.0,45,2,2,1,1,0,0,0,0,Parque do Carmo/São Paulo,-23.56613,-46.475676
6443,197900,350.0,47,2,2,1,1,1,0,1,0,Parque do Carmo/São Paulo,-23.5989,-46.4666
6444,300000,511.0,60,3,2,1,1,1,0,1,0,Parque do Carmo/São Paulo,-23.564779,-46.476772
6445,210000,300.0,50,2,2,1,1,0,0,0,0,Parque do Carmo/São Paulo,-23.569221,-46.479225
6446,199900,220.0,45,2,2,1,1,1,0,1,0,Parque do Carmo/São Paulo,-23.593369,-46.469455
6447,204900,307.1422259032203,46,2,2,1,1,1,0,1,0,Parque do Carmo/São Paulo,-23.603689,-46.468374
6448,245000,370.0,46,2,2,1,1,1,0,0,0,Parque do Carmo/São Paulo,-23.567996,-46.480708
6449,149900,100.0,42,2,2,1,1,0,0,0,0,Parque do Carmo/São Paulo,-23.576916,-46.443982
6450,170000,269.7072457626002,42,2,2,1,1,1,0,1,0,Parque do Carmo/São Paulo,-23.584703,-46.479384
6451,315000,450.0,59,3,2,1,1,1,1,1,0,Parque do Carmo/São Paulo,-23.587965,-46.488381
6452,239000,300.0,49,2,2,1,1,1,0,1,0,Parque do Carmo/São Paulo,-23.598887,-46.463606
6453,220000,300.0,50,2,2,1,1,0,0,0,0,Parque do Carmo/São Paulo,-23.56613,-46.475676
6454,236825,334.21548981455896,48,2,2,1,1,1,0,1,0,Parque do Carmo/São Paulo,-23.603608,-46.468355
6455,313967,421.9680412379492,58,3,2,1,1,0,0,1,0,Parque do Carmo/São Paulo,-23.605906,-46.469521
6456,262089,392.021178693916,58,3,2,1,1,1,0,1,0,Parque do Carmo/São Paulo,-23.603608,-46.468355
6457,260000,390.81529188535586,58,3,2,1,1,0,0,1,0,Parque do Carmo/São Paulo,-23.605906,-46.469521
6458,199900,291.2893767102789,43,2,2,1,1,1,0,1,1,Parque do Carmo/São Paulo,-23.560712,-46.904378
6459,169000,80.0,40,2,2,1,1,0,0,0,0,Parque do Carmo/São Paulo,-23.573055,-46.47952
6460,225000,380.0,52,2,2,1,1,0,0,0,0,Parque do Carmo/São Paulo,-23.56613,-46.475676
6461,200000,400.0,50,2,2,1,1,1,0,1,0,Parque do Carmo/São Paulo,-23.563544,-46.479948
6462,238000,310.0,60,3,2,1,1,1,0,1,0,Parque do Carmo/São Paulo,-23.593181,-46.417975
6463,229000,321.05408424994147,46,2,2,1,1,0,0,1,0,Parque do Carmo/São Paulo,-23.605906,-46.469521
6464,240000,300.0,48,2,2,1,1,0,0,0,0,Parque do Carmo/São Paulo,-23.567996,-46.480708
6465,199000,308.0586087673879,47,2,2,1,1,0,0,1,0,Parque do Carmo/São Paulo,-23.566655,-46.507207
6466,430000,523.5262565791047,66,2,2,1,1,1,0,1,0,Penha/São Paulo,-23.535376,-46.540919
6467,410000,420.0,58,2,2,1,1,1,0,1,1,Penha/São Paulo,-23.52244,-46.524579
6468,239000,520.0,60,2,2,1,1,1,1,0,0,Penha/São Paulo,-23.499806,-46.522778
6469,319900,480.0,60,2,2,1,1,1,0,1,0,Penha/São Paulo,-23.523161,-46.523827
6470,321000,350.0,51,2,2,1,1,1,0,0,0,Penha/São Paulo,-23.530555,-46.53614
6471,540000,1200.0,126,3,4,1,3,1,1,1,0,Penha/São Paulo,-23.537029,-46.543468
6472,300000,350.0,55,2,2,1,1,1,0,1,0,Penha/São Paulo,-23.532366,-46.549431
6473,610000,550.0,78,3,2,1,2,1,0,1,1,Penha/São Paulo,-23.52244,-46.524579
6474,380000,650.0,70,3,2,1,2,1,0,1,0,Penha/São Paulo,-23.518903,-46.531279
6475,390000,474.50289220145277,60,2,2,1,1,1,0,1,0,Penha/São Paulo,-23.510612,-46.520393
6476,269000,350.0,48,2,2,1,1,1,0,0,1,Penha/São Paulo,-23.526264,-46.536742
6477,450000,490.0,65,2,2,1,1,1,0,1,0,Penha/São Paulo,-23.535333,-46.54069
6478,490000,584.094731617936,72,3,2,1,2,1,0,1,0,Penha/São Paulo,-23.510612,-46.520393
6479,385000,440.0,70,2,2,1,1,0,0,1,0,Penha/São Paulo,-23.517711,-46.531392
6480,335000,495.0,52,2,2,1,2,1,0,1,0,Penha/São Paulo,-23.520802,-46.535247
6481,330000,730.0,63,2,2,1,1,0,0,1,0,Penha/São Paulo,-23.518903,-46.531279
6482,399000,479.6981919989835,60,2,2,1,1,1,0,1,0,Penha/São Paulo,-23.510612,-46.520393
6483,250000,450.0,64,2,2,1,1,1,1,0,0,Penha/São Paulo,-23.508423,-46.530246
6484,370000,462.9577815402734,60,2,2,1,1,1,0,1,0,Penha/São Paulo,-23.512023,-46.520287
6485,169500,200.0,34,2,2,1,1,1,0,0,0,Penha/São Paulo,-23.51203,-46.526973
6486,330000,450.0,70,3,2,1,1,1,0,1,0,Penha/São Paulo,-23.53938,-46.54565
6487,800000,3300.0,280,5,2,3,3,1,0,0,0,Penha/São Paulo,-23.524165,-46.546223
6488,169500,234.8410939223465,34,2,2,1,1,1,1,0,0,Penha/São Paulo,-23.511952,-46.526743
6489,430000,500.0,82,3,2,1,1,0,0,1,0,Penha/São Paulo,-23.53149,-46.541437
6490,290000,350.0,48,2,2,1,1,1,0,1,0,Penha/São Paulo,-23.519553,-46.553037
6491,330000,480.0,51,2,2,1,1,1,1,1,0,Penha/São Paulo,-23.529045,-46.526099
6492,290000,450.0,57,2,2,1,1,1,0,1,0,Penha/São Paulo,-23.518491,-46.517847
6493,398000,580.0,74,3,2,1,2,1,0,1,0,Ponte Rasa/São Paulo,-23.513843,-46.492636
6494,250000,350.0,48,2,2,1,1,1,0,1,0,Ponte Rasa/São Paulo,-23.522516,-46.475397
6495,436000,580.0,74,3,2,1,2,1,0,1,0,Ponte Rasa/São Paulo,-23.513843,-46.492636
6496,240000,380.0,48,2,2,1,1,1,1,1,0,Ponte Rasa/São Paulo,-23.511954,-46.477281
