,Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,district_class
1223,165000,225.0,47,2,2,1,1,0,0,0,D
1224,200000,268.0,43,2,2,1,1,0,0,0,D
1225,165000,225.0,45,2,2,1,1,0,0,0,D
1226,200000,60.0,50,2,2,1,1,0,0,1,D
1227,190000,400.0,52,2,2,1,1,0,0,0,D
1228,205000,324.48871349338833,50,2,2,1,1,1,0,1,D
1229,190000,280.0,50,2,2,1,1,0,0,0,D
1230,165000,318.6872542078918,54,2,2,1,1,0,0,0,D
1231,219000,250.0,56,2,2,1,1,0,0,0,D
1232,169900,270.0,54,2,2,1,1,0,0,0,D
1233,198500,320.73655252850506,50,2,2,1,1,1,0,1,D
1234,190000,324.4742615159349,52,2,2,1,1,0,0,0,D
1235,157900,150.0,37,2,2,1,1,0,0,0,D
1236,200000,308.6358643004469,47,2,2,1,1,1,0,1,D
1237,204899,260.0,46,2,2,1,1,1,0,1,D
1238,149900,160.0,41,2,2,1,1,1,0,0,D
1239,215000,362.0,45,2,2,1,1,0,0,0,D
1240,197900,350.0,47,2,2,1,1,1,0,1,D
1241,300000,511.0,60,3,2,1,1,1,0,1,D
1242,210000,300.0,50,2,2,1,1,0,0,0,D
1243,199900,220.0,45,2,2,1,1,1,0,1,D
1244,204900,307.1422259032203,46,2,2,1,1,1,0,1,D
1245,245000,370.0,46,2,2,1,1,1,0,0,D
1246,149900,100.0,42,2,2,1,1,0,0,0,D
1247,170000,269.7072457626002,42,2,2,1,1,1,0,1,D
1248,315000,450.0,59,3,2,1,1,1,1,1,D
1249,239000,300.0,49,2,2,1,1,1,0,1,D
1250,220000,300.0,50,2,2,1,1,0,0,0,D
1251,236825,334.21548981455896,48,2,2,1,1,1,0,1,D
1252,313967,421.9680412379492,58,3,2,1,1,0,0,1,D
1253,262089,392.021178693916,58,3,2,1,1,1,0,1,D
1254,260000,390.8152918853559,58,3,2,1,1,0,0,1,D
1255,199900,291.2893767102789,43,2,2,1,1,1,0,1,D
1256,169000,80.0,40,2,2,1,1,0,0,0,D
1257,225000,380.0,52,2,2,1,1,0,0,0,D
1258,200000,400.0,50,2,2,1,1,1,0,1,D
1259,238000,310.0,60,3,2,1,1,1,0,1,D
1260,229000,321.05408424994147,46,2,2,1,1,0,0,1,D
1261,240000,300.0,48,2,2,1,1,0,0,0,D
1262,199000,308.0586087673879,47,2,2,1,1,0,0,1,D
1263,430000,523.5262565791047,66,2,2,1,1,1,0,1,D
1264,410000,420.0,58,2,2,1,1,1,0,1,D
1265,239000,520.0,60,2,2,1,1,1,1,0,D
1266,319900,480.0,60,2,2,1,1,1,0,1,D
1267,321000,350.0,51,2,2,1,1,1,0,0,D
1268,540000,1200.0,126,3,4,1,3,1,1,1,D
1269,300000,350.0,55,2,2,1,1,1,0,1,D
1270,610000,550.0,78,3,2,1,2,1,0,1,D
1271,380000,650.0,70,3,2,1,2,1,0,1,D
1272,390000,474.5028922014528,60,2,2,1,1,1,0,1,D
1273,269000,350.0,48,2,2,1,1,1,0,0,D
1274,450000,490.0,65,2,2,1,1,1,0,1,D
1275,490000,584.094731617936,72,3,2,1,2,1,0,1,D
1276,385000,440.0,70,2,2,1,1,0,0,1,D
1277,335000,495.0,52,2,2,1,2,1,0,1,D
1278,330000,730.0,63,2,2,1,1,0,0,1,D
1279,399000,479.6981919989835,60,2,2,1,1,1,0,1,D
1280,250000,450.0,64,2,2,1,1,1,1,0,D
1281,370000,462.9577815402734,60,2,2,1,1,1,0,1,D
1282,169500,200.0,34,2,2,1,1,1,0,0,D
1283,330000,450.0,70,3,2,1,1,1,0,1,D
1284,800000,3300.0,280,4,2,3,3,1,0,0,D
1285,169500,234.8410939223465,34,2,2,1,1,1,1,0,D
1286,430000,500.0,82,3,2,1,1,0,0,1,D
1287,290000,350.0,48,2,2,1,1,1,0,1,D
1288,330000,480.0,51,2,2,1,1,1,1,1,D
1289,290000,450.0,57,2,2,1,1,1,0,1,D
1290,398000,580.0,74,3,2,1,2,1,0,1,D
1291,250000,350.0,48,2,2,1,1,1,0,1,D
1292,436000,580.0,74,3,2,1,2,1,0,1,D
1293,240000,380.0,48,2,2,1,1,1,1,1,D
1294,220000,376.36945158142817,60,2,2,1,1,0,0,0,D
1295,199000,277.80327520287926,40,2,2,1,1,1,0,0,D
1296,280000,400.0,51,2,2,1,1,1,0,1,D
1297,240000,400.0,48,2,2,1,1,1,0,1,D
1298,259000,355.0,50,2,2,1,1,1,0,1,D
1299,255000,320.0,48,2,2,1,1,1,1,1,D
1300,195000,650.0,48,1,2,1,1,0,0,1,D
1301,255000,367.0,53,2,2,1,1,0,0,0,D
1302,300000,415.0,55,2,2,1,1,0,0,0,D
1303,270000,340.0,48,2,2,1,1,1,0,1,D
1304,250000,415.2980701192749,65,2,2,1,1,0,0,0,D
1305,230000,185.0,60,2,2,1,1,1,0,0,D
1306,250000,300.0,55,2,2,1,1,0,0,0,D
1307,199000,277.80327520287926,40,2,2,1,1,1,0,0,D
1308,230000,347.56448283829366,52,2,2,1,1,0,0,0,D
1309,210000,300.0,68,2,2,1,1,1,0,0,D
1310,245000,375.0,46,2,2,1,1,0,0,0,D
1311,225000,390.0,54,2,2,1,1,0,0,0,D
1312,290000,350.0,50,2,2,1,1,1,0,1,D
1313,239000,400.0,53,2,2,1,1,1,0,0,D
1314,170000,261.06286474416913,40,2,2,1,1,1,0,0,D
1315,240000,430.0,48,2,2,1,1,0,0,1,D
1316,400000,253.0,63,2,2,1,1,0,0,0,D
1317,320000,250.0,50,2,2,1,1,0,0,0,D
1318,320000,265.0,50,2,2,1,1,0,0,0,D
1319,270000,530.0,56,2,2,1,1,1,0,1,D
1320,190800,100.0,45,2,2,1,1,0,0,0,D
1321,310000,411.0336875198732,56,2,2,1,1,0,0,0,D
1322,240000,300.0,55,2,2,1,1,1,0,0,D
1323,234000,500.0,57,2,2,1,1,0,0,0,D
1324,320000,425.4506238688939,58,2,2,1,1,0,0,0,D
1325,360000,439.8964641728216,56,2,2,1,1,0,0,0,D
1326,250000,385.0427365547662,58,2,2,1,1,0,1,0,D
1327,260000,500.0,53,2,2,1,1,0,0,0,D
1328,184900,200.0,45,2,2,1,1,1,0,0,D
1329,189700,350.2342279113104,58,2,2,1,1,0,0,0,D
1330,280000,480.0,56,2,2,1,1,1,0,1,D
1331,235000,341.80637948515744,50,2,2,1,1,0,0,0,D
1332,239000,300.0,63,3,2,1,1,1,0,0,D
1333,149900,180.0,47,2,2,1,1,1,1,1,D
1334,320000,300.0,60,2,2,1,1,1,1,1,D
1335,385000,487.0,146,3,2,1,1,0,0,1,D
1336,235000,341.80637948515744,50,2,2,1,1,1,0,0,D
1337,200000,317.280245318878,49,2,2,1,1,0,0,0,D
1338,392000,1.0,60,3,2,1,1,0,0,1,D
1339,355000,280.0,56,2,2,1,1,0,0,1,D
1340,189700,350.2342279113104,58,2,2,1,1,0,0,0,D
1341,260000,350.0,65,3,2,1,1,0,1,0,D
1342,240000,318.75951409515903,44,2,2,1,1,1,0,1,D
1343,315000,350.0,56,2,2,1,1,0,0,1,D
1344,252900,220.0,46,2,2,1,1,1,1,0,D
1345,390000,500.0,64,2,2,1,1,0,0,0,D
1346,370000,370.0,65,2,2,1,1,0,1,0,D
1347,430000,350.0,75,2,2,1,2,0,0,0,D
1348,410000,350.0,76,3,2,1,2,1,0,0,D
1349,299700,400.0,60,3,2,1,1,1,0,1,D
1350,319000,429.1955588450505,59,3,2,1,1,1,0,1,D
1351,413930,579.08261780108,81,3,1,0,2,1,0,0,D
1352,410000,390.0,75,2,2,1,2,0,0,0,D
1353,477000,345.0,76,3,2,1,2,0,1,0,D
1354,330000,350.0,68,3,2,1,1,1,0,1,D
1355,399000,400.0,78,3,2,1,1,1,0,0,D
1356,480000,656.1216054532258,90,3,2,1,1,0,0,0,D
1357,370000,400.0,64,2,2,1,1,0,0,1,D
1358,410000,350.0,76,3,2,1,2,1,0,0,D
1359,358000,456.03071514356577,60,3,2,1,1,0,0,1,D
1360,450000,580.0,75,3,2,1,2,0,0,1,D
1361,340000,282.0,64,2,2,1,1,1,0,0,D
1362,430000,562.4259711620444,75,3,2,1,1,0,1,0,D
1363,475000,350.0,64,2,2,1,1,0,0,0,D
1364,450000,380.0,75,3,2,1,2,0,0,1,D
1365,440000,400.0,75,3,2,1,2,1,1,1,D
1366,265000,350.0,46,2,2,1,1,1,1,1,D
1367,450000,400.0,75,3,2,1,2,1,0,0,D
1368,340000,445.6401155485044,60,3,2,1,1,0,0,1,D
1369,280000,372.1050689820265,51,2,2,1,1,1,0,0,D
1370,220000,350.0,43,2,2,1,1,0,0,0,D
1371,450000,380.0,75,3,2,1,1,1,1,1,D
1372,385000,300.0,65,2,2,1,1,1,1,1,D
1373,199000,200.0,47,2,2,1,1,1,0,1,D
1374,240000,350.0,65,3,2,1,1,1,0,1,D
1375,220000,385.0,47,2,2,1,1,1,0,0,D
1376,180000,250.0,57,2,2,1,1,0,0,0,D
1377,205000,333.1330945118194,52,2,2,1,1,0,0,0,D
1378,199999,280.0,44,2,2,1,1,1,1,1,D
1379,147900,252.62770797278156,41,2,1,0,1,1,0,0,D
1380,190000,283.0,57,2,2,1,1,0,0,0,D
1381,155000,280.0,53,2,2,1,1,0,1,0,D
1382,190000,280.0,53,2,2,1,1,0,0,0,D
1383,200009,250.0,44,2,2,1,1,1,1,1,D
1384,195000,260.0,47,2,2,1,1,1,0,1,D
1385,190000,260.0,53,2,2,1,1,0,1,0,D
1386,180000,285.0,45,2,2,1,1,0,0,0,D
1387,195000,300.0,50,2,2,1,1,1,1,0,D
1388,189000,230.0,40,2,2,1,1,0,0,1,D
1389,252000,399.1638191485307,61,3,2,0,2,1,0,1,D
1390,220000,230.0,51,2,2,1,1,0,0,0,D
1391,169000,299.38532379405,49,2,2,1,1,0,0,0,D
1392,219000,332.5702909562139,50,2,2,1,1,0,0,0,D
1393,212000,290.0,44,2,2,1,1,1,0,1,D
1394,185000,250.0,44,2,2,1,1,0,0,1,D
1395,222000,350.0,50,2,2,1,1,1,0,1,D
1396,400000,380.0,61,2,2,1,1,1,1,1,D
1397,245000,321.6457917604539,44,2,2,1,1,0,0,0,D
1398,202000,280.0,47,2,2,1,1,1,0,0,D
1399,260000,330.3046247563384,44,2,2,1,1,1,0,1,D
1400,240000,357.6592286780989,53,2,2,1,1,1,0,1,D
1401,185000,269.7216977400537,40,2,2,1,1,0,0,0,D
1402,300000,600.0,52,2,2,1,1,1,0,1,D
1403,200000,296.0,45,2,2,1,1,0,1,0,D
1404,742000,1075.3383666860384,152,3,4,1,2,1,1,1,D
1405,280000,438.0,60,2,2,1,1,1,0,1,D
1406,185000,80.0,40,2,2,1,1,0,0,0,D
1407,1600000,2227.5965714513936,304,4,5,2,4,1,1,1,D
1408,520000,1400.0,128,3,2,1,3,1,0,1,D
1409,240000,344.69265715045225,50,2,2,1,1,1,0,0,D
1410,170000,278.3516267810313,44,2,2,1,1,0,0,0,D
1411,185000,359.0,48,2,2,1,1,0,0,0,D
1412,340000,480.0,97,3,2,1,1,1,0,1,D
1413,225000,340.35601466378324,51,2,2,1,1,0,0,0,D
1414,196000,330.0,55,2,2,1,1,0,1,1,D
1415,260000,300.0,52,2,2,1,1,0,0,1,D
1416,190000,100.0,45,2,2,1,1,0,0,0,D
1417,225000,300.0,52,2,2,1,1,0,0,0,D
1418,190000,400.0,52,2,2,1,1,0,0,0,D
1419,185000,100.0,38,2,2,1,1,0,0,0,D
1420,199000,316.702989785819,49,2,2,1,1,0,0,0,D
1421,160000,130.0,44,2,2,1,1,0,0,0,D
1422,180000,245.0,52,1,2,1,1,0,0,0,D
1423,250000,367.75397451790406,54,2,2,1,1,0,0,1,D
1424,210000,290.0,56,3,2,1,1,0,0,1,D
1425,230000,377.0,55,2,2,1,1,0,0,0,D
1426,600000,1400.0,220,3,3,1,3,1,0,1,D
1427,220000,328.82535598005734,49,2,2,1,1,0,0,0,D
1428,620000,1289.0,128,3,3,1,3,1,1,1,D
1429,182000,290.0,63,2,2,1,1,0,0,0,D
1430,200000,373.4687219386799,62,2,2,1,1,0,0,0,D
1431,190000,346.0852140620126,57,2,2,1,1,0,0,0,D
1432,180000,260.0,50,2,2,1,1,0,0,0,D
1433,239000,400.0,58,3,2,1,1,0,0,1,D
1434,165000,300.0,54,2,2,1,1,0,0,0,D
1435,190000,367.69616660809015,62,2,2,1,1,0,0,0,D
1436,190000,180.0,56,2,2,1,1,0,0,0,D
1437,241917,535.9756384128096,94,3,2,1,1,0,0,0,D
1438,197000,269.0,56,2,2,1,1,0,1,0,D
1439,185000,330.23236486907115,54,2,2,1,1,0,0,0,D
1440,197000,260.0,56,2,2,1,1,0,0,0,D
1441,129000,271.97291196247573,48,2,2,1,1,0,0,0,D
1442,200000,190.0,54,2,2,1,1,0,0,0,D
1443,201400,322.4105935743761,50,2,2,1,1,0,0,0,D
1444,230000,240.0,60,2,2,1,1,0,0,0,D
1445,230000,230.0,63,2,2,1,1,0,0,0,D
1446,200000,193.0,49,2,2,1,1,0,0,0,D
1447,220000,215.0,60,2,2,1,1,0,0,0,D
1448,198000,220.0,50,2,2,1,1,0,0,0,D
1449,192000,174.0,50,2,2,1,1,0,0,0,D
1450,220000,215.0,50,2,2,1,1,0,1,0,D
1451,200000,200.0,50,2,2,1,1,0,0,0,D
1452,210000,215.0,50,2,2,1,1,0,1,0,D
1453,210000,215.0,50,2,2,1,1,0,0,0,D
1454,190000,359.0517855896592,60,2,2,1,1,1,1,0,D
1455,160000,215.0,52,2,2,1,1,0,0,0,C
1456,220000,333.1475464892729,50,2,2,1,1,0,0,0,D
1457,210000,220.0,54,2,2,1,1,0,0,0,D
1458,185000,202.0,52,2,2,1,1,0,0,0,D
1459,187000,269.0,56,2,2,1,1,0,0,0,D
1460,650000,650.0,82,3,3,1,2,1,0,1,D
1461,350000,547.0,65,3,2,1,1,1,0,1,D
1462,393899,485.0,60,2,2,1,1,1,0,1,D
1463,445000,463.0300414275407,50,2,2,1,1,1,0,1,D
1464,995000,864.0,127,3,5,3,2,1,1,1,D
1465,767000,850.0,124,3,2,1,2,1,0,1,D
1466,2700000,2000.0,264,3,4,3,4,1,1,1,D
1467,630000,700.0,78,3,2,1,2,0,0,1,D
1468,899999,700.0,132,4,4,3,3,0,0,0,D
1469,1390000,850.0,152,3,5,3,2,0,1,1,D
1470,680000,560.0,81,2,2,1,2,1,1,1,D
1471,699990,823.0,97,3,3,1,2,1,1,1,D
1472,350000,550.0,91,4,2,1,1,0,0,0,D
1473,780000,800.0,92,3,3,1,2,0,1,1,D
1474,550000,630.0,73,3,2,1,2,1,0,1,D
1475,310000,420.0,47,2,2,1,1,1,0,1,D
1476,755000,1532.0,120,3,3,1,2,0,0,1,D
1477,1310000,1100.0,165,3,5,3,3,1,0,1,D
1478,780000,780.0,93,3,3,1,2,1,1,1,D
1479,1250000,1281.0,130,3,4,1,2,0,1,1,D
1480,650000,700.0,81,3,2,1,2,1,0,1,D
1481,1729000,937.0,171,3,5,3,3,1,1,1,D
1482,979600,1091.4729470828142,124,3,3,1,2,1,0,1,D
1483,1240000,970.0,132,4,4,2,2,0,0,1,D
1484,768000,850.0,124,3,2,1,2,1,0,1,D
1485,280000,346.17192592673337,45,2,2,1,1,1,0,0,D
1486,680000,800.0,106,3,3,1,2,1,0,1,D
1487,240000,517.5802775190735,90,2,2,1,1,0,1,0,D
1488,240000,250.0,48,2,2,1,1,0,0,0,D
1489,250000,393.68711757319727,60,2,2,1,1,1,0,1,D
1490,220000,315.8587844524108,46,2,2,1,1,0,0,0,D
1491,400000,630.0,80,3,2,1,1,0,0,1,D
1492,260000,450.0,58,2,2,1,1,1,0,1,D
1493,250000,480.0,51,2,2,1,1,1,0,1,D
1494,238000,390.0,51,2,2,1,1,1,0,1,D
1495,178000,250.0,48,2,2,1,1,1,0,0,D
1496,270000,430.0,54,2,2,1,1,1,0,1,D
1497,243000,260.0,44,2,2,1,1,0,0,0,D
1498,260000,343.271196283985,47,2,2,1,1,1,0,1,D
1499,227000,250.0,44,2,2,1,1,0,0,0,D
1500,250000,200.0,47,2,2,1,1,1,0,1,D
1501,223000,280.0,52,2,2,1,1,0,0,0,D
1502,189900,150.0,47,2,2,1,1,0,0,0,D
1503,239900,437.0,57,2,2,1,1,1,0,1,D
1504,210000,315.0,52,2,2,1,1,0,0,0,D
1505,239000,437.0,57,2,2,1,1,0,0,0,D
1506,190000,150.0,47,2,2,1,1,0,0,0,D
1507,240000,250.0,46,2,2,1,1,0,0,1,D
1508,245000,200.0,47,2,2,1,1,1,0,1,D
1509,239900,437.0,57,2,2,1,1,1,0,1,D
1510,226000,280.0,48,2,2,1,1,0,0,0,D
1511,240000,350.0,50,2,2,1,1,0,0,0,D
1512,259000,430.0,52,2,2,1,1,1,0,1,D
1513,243800,250.0,55,2,2,1,1,0,0,0,D
1514,230000,325.953530292216,47,2,2,1,1,1,1,1,D
1515,235000,350.0,50,2,2,1,1,0,0,0,D
1516,290000,390.8441958402628,54,3,2,1,1,1,0,1,D
1517,365000,715.0,58,2,2,1,1,1,0,1,D
1518,810000,655.0,109,3,2,1,2,1,0,1,D
1519,280000,350.0,56,2,2,1,1,0,1,0,D
1520,745000,800.0,104,3,3,1,2,0,0,1,D
1521,1100000,700.0,109,3,2,1,2,0,1,0,D
1522,725000,1130.0,92,3,2,1,2,0,0,0,D
1523,399000,400.0,74,3,3,1,2,1,0,1,D
1524,990000,763.0,124,3,2,1,2,1,1,1,D
1525,620000,805.0,75,3,2,1,2,1,0,1,D
1526,177000,265.10365347558195,40,2,1,0,1,1,0,0,D
1527,245000,400.0,48,2,2,1,1,1,1,0,D
1528,275600,420.0,49,2,2,1,1,1,1,1,D
1529,550000,726.7848263318624,97,3,3,1,2,1,0,1,D
1530,280000,420.0,49,2,2,1,1,1,1,1,D
1531,790000,890.0,104,3,3,1,2,1,0,1,D
1532,949999,850.0,104,2,2,1,2,0,0,0,D
1533,789990,1000.0,109,3,3,1,2,1,0,1,D
1534,683400,734.6356662944802,81,3,2,1,2,0,0,1,D
1535,370000,270.0,56,2,2,1,1,1,0,1,D
1536,446958,404.0,55,2,2,1,1,1,0,1,D
1537,840000,850.0,105,2,3,2,2,0,0,0,D
1538,320000,300.0,65,2,2,1,1,0,1,0,D
1539,529000,580.0,60,2,2,1,1,1,1,1,D
1540,453952,489.80858550556223,55,2,2,1,1,0,0,1,D
1541,500000,890.0,84,3,2,1,2,0,0,0,D
1542,1060000,1107.6289583762468,117,2,3,2,3,0,0,0,D
1543,890000,750.0,124,4,2,1,2,0,0,1,D
1544,520000,631.0,81,3,2,1,2,1,0,1,D
1545,230000,320.0,50,2,2,1,1,0,0,0,D
1546,950000,1195.4075175623038,152,3,3,2,4,1,1,1,D
1547,210000,100.0,47,2,2,1,1,1,0,0,D
1548,265000,372.09061700457306,53,2,2,1,1,0,0,1,D
1549,180000,284.12418211162094,44,2,2,1,1,0,0,0,D
1550,205000,100.0,47,2,2,1,1,1,0,0,D
1551,210000,150.0,47,2,2,1,1,1,0,0,D
1552,760000,850.0,152,3,4,1,2,1,1,1,D
1553,1200000,1450.0,300,3,5,1,3,1,1,1,D
1554,198800,342.5206817345004,55,2,2,1,1,1,0,1,D
1555,346218,400.0,54,2,2,1,1,1,0,1,D
1556,205000,311.5221419657417,47,2,2,1,1,1,0,0,D
1557,169900,265.32732970007885,41,2,1,0,1,1,0,1,D
1558,800000,980.0,152,3,4,1,2,1,1,1,D
1559,260000,390.0,50,2,2,1,1,1,1,0,D
1560,310000,398.0671159922266,53,2,2,1,1,1,0,0,D
1561,330000,483.08946531007,70,2,3,2,2,0,0,0,D
1562,240000,340.0,49,2,2,1,1,0,0,0,D
1563,169900,265.32732970007885,41,2,1,0,1,1,0,1,D
1564,220000,320.0,54,2,2,1,1,0,0,0,D
1565,1600000,1500.0,300,4,3,2,4,1,1,1,D
1566,260000,356.2377678116316,50,2,2,1,1,1,0,0,D
1567,850000,1020.9828205075876,125,3,3,1,2,1,1,1,D
1568,220000,311.53659394319527,45,2,2,1,1,0,0,0,D
1569,200000,287.02491175436927,42,2,2,1,1,0,0,0,D
1570,192000,350.0,53,2,2,1,1,0,0,1,D
1571,160000,70.0,54,2,2,1,1,0,0,0,D
1572,200000,240.0,42,2,2,1,1,0,0,0,D
1573,499999,713.0,79,3,2,1,2,1,0,1,D
1574,520000,1450.0,112,3,3,1,2,1,0,1,D
1575,219900,100.0,39,2,2,1,1,1,0,0,D
1576,490000,750.0,73,3,2,1,2,0,0,1,D
1577,590000,950.0,79,3,2,1,2,1,0,1,D
1578,229000,295.12094119464825,40,2,2,1,1,1,0,0,D
1579,265000,390.0,60,2,2,1,1,1,0,1,D
1580,315900,400.0,51,2,2,1,1,1,0,1,D
1581,299000,450.0,54,2,2,1,1,0,1,0,D
1582,219900,100.0,39,2,2,1,1,1,0,0,D
1583,399000,10.0,61,2,2,1,1,1,0,1,D
1584,326000,720.0,70,2,2,1,1,0,0,1,D
1585,189000,200.0,37,3,2,1,1,1,0,0,D
1586,230000,317.3091492737849,45,2,2,1,1,0,0,0,D
1587,260000,356.2377678116316,50,2,2,1,1,0,0,0,D
1588,322000,437.0,61,3,2,1,1,1,1,1,D
1589,540000,600.0,69,3,2,1,2,1,0,1,D
1590,260000,110.0,52,2,2,1,1,1,0,0,D
1591,275000,369.21879131673165,51,2,2,1,1,0,0,0,D
1592,590000,1100.0,100,3,3,2,2,1,1,1,D
1593,249000,290.0,49,2,2,1,1,1,0,1,D
1594,329000,390.0,63,3,2,1,1,1,0,1,D
1595,177000,256.45927245715086,38,1,2,1,1,1,0,0,D
1596,317000,280.0,51,2,2,1,1,0,0,1,D
1597,480000,500.0,79,3,2,1,2,1,1,1,D
1598,374900,426.8866190693226,51,2,2,0,1,1,0,0,C
1599,290000,459.9992439877112,70,3,2,1,1,1,0,0,D
1600,400000,435.0,64,2,2,1,1,0,1,1,C
1601,249000,280.0,48,2,2,1,1,1,0,1,D
1602,244900,190.0,49,2,2,1,1,1,0,1,D
1603,350000,400.0,64,3,2,1,1,1,0,1,C
1604,229000,210.0,42,2,2,1,1,1,0,1,D
1605,221000,359.657945077625,56,2,2,1,1,0,0,0,D
1606,295000,300.0,49,2,2,1,1,1,0,1,C
1607,240000,320.0,34,1,2,1,1,1,0,1,C
1608,305000,395.1808383269318,53,2,2,1,1,1,0,1,D
1609,219000,293.6705763732741,41,2,2,1,1,0,0,1,D
1610,665000,1030.889690640498,152,4,2,1,3,1,0,1,C
1611,235000,150.0,42,2,2,1,1,1,0,0,C
1612,360000,350.0,55,2,2,1,1,0,0,1,C
1613,333000,350.0,52,2,2,1,1,1,0,1,C
1614,235000,530.0,34,1,2,1,1,1,0,0,C
1615,300000,436.0,48,2,2,1,1,1,0,1,D
1616,725000,840.0,93,3,3,1,2,1,0,1,C
1617,286000,375.56860218038025,51,2,1,0,1,1,0,0,C
1618,375000,380.0,66,3,2,1,1,1,0,1,D
1619,280000,270.0,52,2,2,1,1,1,0,0,C
1620,370000,310.0,47,2,2,1,1,0,0,1,C
1621,199000,250.0,40,2,2,1,1,1,0,1,D
1622,400000,400.0,55,2,2,1,1,1,0,1,C
1623,330000,443.0,65,3,2,1,1,1,0,1,C
1624,350000,473.0236234251717,65,2,2,1,1,1,0,1,C
1625,628000,475.0,74,3,3,2,2,1,0,1,C
1626,250000,376.3983555363351,56,2,2,1,1,1,0,1,C
1627,367000,443.9372529042344,56,2,2,1,1,1,0,1,C
1628,183900,220.0,41,2,2,1,1,1,0,0,B
1629,184900,273.98616269596334,41,2,1,0,1,1,0,0,B
1630,316387,384.46528504501214,49,2,2,1,1,0,0,1,B
1631,370000,360.0,74,2,2,1,1,0,0,0,B
1632,189000,220.0,37,2,2,1,1,1,0,1,B
1633,529000,690.0,63,2,2,1,1,1,0,1,B
1634,316387,384.46528504501214,49,2,2,1,1,1,0,1,B
1635,400000,430.0,53,2,2,1,1,0,0,1,C
1636,490000,1150.0,89,2,2,1,1,0,0,0,B
1637,694000,638.0,79,3,2,1,2,1,0,1,B
1638,229000,200.0,45,2,2,1,1,1,0,0,B
1639,219000,310.9593384101363,45,2,2,1,1,1,0,0,B
1640,229000,250.0,45,2,2,1,1,1,0,0,B
1641,330000,515.0,63,2,2,1,1,0,0,0,C
1642,316387,371.4987135173656,46,2,2,1,1,1,0,1,B
1643,183900,273.4089071629044,41,2,2,1,1,1,0,0,B
1644,229000,250.0,45,2,2,1,1,1,0,0,B
1645,189900,150.0,40,2,2,1,1,1,0,0,C
1646,650000,680.0,144,3,4,2,1,1,0,0,B
1647,240000,180.0,45,2,2,1,1,1,0,0,B
1648,183550,120.0,40,2,2,1,1,1,0,1,B
1649,366700,370.0,51,1,2,1,1,1,0,1,B
1650,250000,534.0,40,1,2,1,1,1,0,0,B
1651,193900,283.5036530027096,42,2,2,1,1,1,0,0,C
1652,420000,600.0,63,3,2,1,2,0,0,1,B
1653,409000,400.0,54,2,2,1,1,0,1,1,C
1654,835000,500.0,103,2,4,2,1,0,0,0,B
1655,470000,610.0,59,2,2,1,1,0,0,1,C
1656,229000,270.0,45,2,2,1,1,1,0,0,B
1657,381700,517.2557668784342,71,3,3,0,2,1,0,1,C
1658,360000,290.0,64,2,2,1,1,1,1,1,C
1659,200000,340.0,43,1,2,1,1,0,0,0,B
1660,183900,150.0,41,2,2,1,1,1,0,0,B
1661,229000,200.0,45,2,2,1,1,1,0,0,B
1662,470000,630.0,38,1,2,1,1,1,1,1,B
1663,229000,250.0,45,2,2,1,1,1,0,0,B
1664,240000,534.0,40,1,2,1,1,1,0,0,B
1665,207040,250.0,41,2,2,1,1,1,0,0,B
1666,890000,1070.0,91,3,2,1,2,1,1,1,B
1667,750000,725.0,86,2,2,1,2,1,0,1,B
1668,320000,425.0,61,2,2,1,1,1,0,0,B
1669,196900,280.913229092671,41,2,2,1,1,1,0,0,B
1670,460000,680.0,63,2,2,1,1,1,0,1,B
1671,390000,670.0,52,2,2,1,1,1,0,1,B
1672,300000,370.6836081155593,48,2,2,1,1,0,0,0,B
1673,524900,530.0,71,2,2,1,1,1,0,1,B
1674,316387,384.46528504501214,49,2,2,1,1,1,0,1,B
1675,972611,854.0402206646265,70,3,2,1,1,0,0,0,B
1676,237000,240.0,34,2,2,1,1,1,0,1,C
1677,639999,700.0,68,2,2,1,2,1,0,1,B
1678,490000,1000.0,89,2,2,1,1,0,0,0,B
1679,376222,400.0,59,2,2,1,1,1,0,1,C
1680,798000,815.0,73,2,2,1,2,1,1,1,B
1681,700000,1070.0,91,3,3,1,2,1,0,1,B
1682,910000,1100.0,135,3,3,1,1,1,0,1,B
1683,720000,708.2191232030675,70,2,2,1,2,1,0,1,B
1684,745000,710.0,70,2,2,1,2,1,0,1,B
1685,1500000,1980.0,148,3,4,3,3,0,0,0,B
1686,692000,540.0,60,2,2,1,1,1,0,1,B
1687,900000,950.0,109,3,4,3,2,1,0,1,B
1688,760000,731.3093445254262,70,2,2,1,2,1,0,1,B
1689,1150800,1289.709476054467,147,4,3,0,2,1,0,1,B
1690,1230000,1450.0,117,3,4,1,2,1,0,1,B
1691,430000,700.0,53,2,2,1,2,0,0,1,B
1692,550000,590.0,35,1,2,1,1,1,1,1,B
1693,1100000,1260.0,130,3,3,1,2,1,0,1,B
1694,1050000,1260.0,128,3,4,1,1,1,0,1,B
1695,377000,375.0,37,1,2,1,1,1,0,1,B
1696,1070000,495.0,60,1,2,1,2,0,1,1,B
1697,3750000,2567.0,274,3,2,3,4,1,0,1,B
1698,1080000,1800.0,89,2,3,2,2,1,0,1,B
1699,2500000,3800.0,227,4,5,3,4,0,0,1,B
1700,360100,461.5651422722052,61,3,2,0,1,1,0,1,B
