,Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,mean_price/m,std_price/m,district_class
629,2800,560.0,68,3,2,1,2,0,0,1,30.058304914488353,15.139146507512537,D
630,1100,97.0,41,2,2,1,1,1,0,0,36.99486182214457,21.366743561269978,D
631,1500,568.0,65,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,D
632,1000,10.0,90,2,2,1,1,0,0,0,31.010996311706176,17.639604246052702,D
633,1000,500.0,48,2,2,1,1,1,0,0,36.99486182214457,21.366743561269978,D
634,2300,60.0,118,3,2,1,2,1,0,0,31.98361367873975,16.256562568320263,D
635,1300,800.0,40,3,2,1,2,1,0,0,36.99486182214457,21.366743561269978,D
636,1200,513.0,57,2,2,1,1,1,0,1,29.32834936571854,14.841037015136015,D
637,2500,800.0,68,3,2,1,2,1,0,1,30.058304914488353,15.139146507512537,D
638,2500,667.8030879439024,68,3,2,1,2,0,0,0,30.058304914488353,15.139146507512537,D
639,1000,357.26262911988755,43,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,D
640,1600,700.0,90,2,2,1,1,1,0,0,31.010996311706176,17.639604246052702,D
641,2500,800.0,68,3,2,1,2,0,0,1,30.058304914488353,15.139146507512537,D
642,1000,500.0,60,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,D
643,1500,300.0,65,3,2,1,1,0,0,0,30.058304914488353,15.139146507512537,D
644,905,190.0,30,1,2,1,1,1,0,0,57.232647234429116,30.03211462514222,D
645,1200,515.0,62,2,2,1,1,1,1,1,30.058304914488353,15.139146507512537,D
646,2500,800.0,68,3,2,1,2,1,0,1,30.058304914488353,15.139146507512537,D
647,1500,657.0,70,2,2,1,1,0,0,1,29.89023813563203,15.687458326582117,D
648,1370,430.0,61,2,2,1,1,0,0,1,30.058304914488353,15.139146507512537,D
649,1300,873.0,82,3,2,1,2,0,0,0,29.96586380462771,14.511229657479197,D
650,1900,720.0,93,2,2,1,1,0,0,1,31.010996311706176,17.639604246052702,D
651,2850,1700.0,142,3,4,2,2,0,0,1,31.98649897940333,14.386608380317087,D
652,1200,480.0,68,3,2,1,1,1,1,1,30.058304914488353,15.139146507512537,D
653,2500,700.0,134,3,2,1,2,0,0,1,33.524205866749334,19.112767705525528,D
654,1500,387.0,64,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,C
655,1700,320.4746322959079,34,1,2,1,1,1,0,1,57.232647234429116,30.03211462514222,C
656,1350,460.0,50,2,2,1,1,0,1,0,29.32834936571854,14.841037015136015,C
657,1500,750.0,70,3,2,1,1,1,0,0,29.89023813563203,15.687458326582117,C
658,1300,340.0,52,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,D
659,1700,377.0,50,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,D
660,1700,455.0,60,3,2,1,1,0,0,0,30.058304914488353,15.139146507512537,D
661,1800,722.175621310642,79,2,2,1,1,0,1,0,29.89023813563203,15.687458326582117,C
662,1600,512.0,47,2,2,1,1,0,0,1,36.99486182214457,21.366743561269978,C
663,2300,400.0,65,2,2,1,1,0,1,0,30.058304914488353,15.139146507512537,C
664,2500,450.0,65,2,2,1,1,0,1,0,30.058304914488353,15.139146507512537,C
665,1800,490.0,70,2,2,1,1,1,0,1,29.89023813563203,15.687458326582117,C
666,1150,330.0,45,2,2,1,1,1,0,1,36.99486182214457,21.366743561269978,D
667,1200,450.0,60,2,2,1,1,0,0,1,30.058304914488353,15.139146507512537,C
668,1200,300.0,50,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,D
669,1400,294.0,57,2,2,1,1,0,0,1,29.32834936571854,14.841037015136015,D
670,1500,500.0,56,2,2,1,1,0,1,0,29.32834936571854,14.841037015136015,C
671,1800,1000.0,94,3,2,1,2,0,0,1,31.010996311706176,17.639604246052702,D
672,2400,1320.0,110,3,2,1,2,1,0,0,31.98361367873975,16.256562568320263,D
673,1200,766.0,75,2,2,1,1,1,0,0,29.89023813563203,15.687458326582117,C
674,2200,900.0,90,3,2,1,2,0,0,1,31.010996311706176,17.639604246052702,C
675,899,250.0,35,1,2,1,1,1,0,1,57.232647234429116,30.03211462514222,C
676,1100,300.0,44,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,D
677,2600,744.1901509175767,76,2,2,1,1,1,0,1,29.89023813563203,15.687458326582117,C
678,1900,450.0,60,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,C
679,2300,1200.0,122,3,2,1,3,1,0,1,32.40567356380175,15.23699701490716,C
680,1500,400.0,56,2,2,1,1,1,1,1,29.32834936571854,14.841037015136015,C
681,1500,750.0,80,3,2,1,1,1,0,0,29.96586380462771,14.511229657479197,C
682,1450,458.0,50,2,2,1,1,0,0,1,29.32834936571854,14.841037015136015,C
683,1999,450.0,65,3,2,1,1,1,0,1,30.058304914488353,15.139146507512537,C
684,1700,611.0,92,3,2,1,1,0,0,1,31.010996311706176,17.639604246052702,D
685,1500,452.0,55,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,C
686,2300,796.3815466807137,84,3,2,1,1,0,0,0,29.96586380462771,14.511229657479197,C
687,1500,487.0,50,2,2,1,1,1,0,0,29.32834936571854,14.841037015136015,C
688,1200,330.0,45,2,2,1,1,1,0,1,36.99486182214457,21.366743561269978,D
689,1700,560.0,60,2,2,1,1,1,0,1,30.058304914488353,15.139146507512537,C
690,2500,770.0,53,2,2,1,1,0,0,1,29.32834936571854,14.841037015136015,B
691,5000,1032.0,86,1,2,1,2,1,1,1,29.96586380462771,14.511229657479197,B
692,1600,290.0,36,1,2,1,1,1,1,0,57.232647234429116,30.03211462514222,C
693,1500,505.0,50,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,B
694,2200,821.0,89,3,3,1,1,1,0,0,29.96586380462771,14.511229657479197,B
695,1350,290.0,32,1,2,1,1,1,0,0,57.232647234429116,30.03211462514222,C
696,2800,790.0,89,3,3,1,1,1,0,0,29.96586380462771,14.511229657479197,B
697,2300,717.2511322382937,75,2,2,1,1,0,0,0,29.89023813563203,15.687458326582117,B
698,1100,553.0,52,1,2,1,1,1,0,0,29.32834936571854,14.841037015136015,B
699,1550,442.0,60,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,B
700,1180,341.7738745504894,40,1,2,1,1,0,0,0,36.99486182214457,21.366743561269978,B
701,2800,895.0,60,2,2,1,2,0,0,1,30.058304914488353,15.139146507512537,B
702,3300,550.0,79,3,2,1,2,1,0,1,29.89023813563203,15.687458326582117,B
703,3400,827.7505584241715,80,3,2,1,2,0,0,0,29.96586380462771,14.511229657479197,B
704,1200,372.0,51,1,2,1,1,1,0,0,29.32834936571854,14.841037015136015,B
705,2500,960.0,90,3,2,1,1,0,0,0,31.010996311706176,17.639604246052702,B
706,2300,900.0,70,2,2,1,1,1,0,0,29.89023813563203,15.687458326582117,B
707,1400,310.0,34,1,2,1,1,1,0,0,57.232647234429116,30.03211462514222,C
708,4000,574.0,79,2,2,1,2,1,0,1,29.89023813563203,15.687458326582117,B
709,1700,800.0,89,2,2,1,1,1,0,0,29.96586380462771,14.511229657479197,B
710,1200,300.0,37,1,2,1,1,0,0,0,57.232647234429116,30.03211462514222,C
711,1900,820.0,76,2,2,1,1,0,0,1,29.89023813563203,15.687458326582117,B
712,6000,3300.0,248,3,4,3,4,1,0,1,44.611776256408795,23.028738629822744,B
713,1000,559.0,32,1,2,1,1,1,0,0,57.232647234429116,30.03211462514222,B
714,1200,597.0,50,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,B
715,1000,310.0,45,1,2,1,1,1,0,0,36.99486182214457,21.366743561269978,B
716,1400,550.0,50,2,2,1,1,1,0,0,29.32834936571854,14.841037015136015,B
717,3200,1080.0,90,2,3,1,2,1,1,1,31.010996311706176,17.639604246052702,B
718,4500,3300.0,250,4,5,4,4,0,0,1,38.18083078314446,16.497500901577165,B
719,1850,733.9923479833392,80,3,2,1,1,0,0,0,29.96586380462771,14.511229657479197,C
720,4000,650.0,80,3,2,1,2,0,0,0,29.96586380462771,14.511229657479197,B
721,1400,340.0,70,2,2,1,1,0,0,0,29.89023813563203,15.687458326582117,B
722,1400,292.0,45,1,2,1,1,1,0,0,36.99486182214457,21.366743561269978,B
723,1600,706.0,67,2,2,1,1,1,0,0,30.058304914488353,15.139146507512537,B
724,1500,300.0,35,1,2,1,1,1,0,0,57.232647234429116,30.03211462514222,C
725,2300,968.0,89,3,3,1,1,1,0,0,29.96586380462771,14.511229657479197,B
726,2500,1300.0,110,3,3,1,2,1,0,1,31.98361367873975,16.256562568320263,B
727,1900,530.0,50,2,2,1,1,1,0,1,29.32834936571854,14.841037015136015,C
728,2500,960.0,90,3,2,1,1,1,0,0,31.010996311706176,17.639604246052702,B
729,2900,752.0,86,3,2,1,2,1,1,1,29.96586380462771,14.511229657479197,B
730,1400,240.0,70,2,2,1,1,1,0,0,29.89023813563203,15.687458326582117,B
731,1600,550.0,50,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,B
732,1600,350.0,36,1,2,1,1,1,1,0,57.232647234429116,30.03211462514222,C
733,1650,530.0,56,1,2,1,1,1,1,0,29.32834936571854,14.841037015136015,B
734,3850,574.0,80,3,2,1,2,1,0,1,29.96586380462771,14.511229657479197,B
735,3800,1000.0,69,2,2,1,2,1,1,1,30.058304914488353,15.139146507512537,B
736,1500,335.0,76,3,2,1,1,0,0,0,29.89023813563203,15.687458326582117,B
737,2200,810.0,80,2,2,1,1,1,0,0,29.96586380462771,14.511229657479197,B
738,2500,600.0,48,1,2,1,1,1,1,1,36.99486182214457,21.366743561269978,B
739,1400,587.0,50,2,2,1,1,1,0,0,29.32834936571854,14.841037015136015,B
740,1200,510.0,61,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,B
741,1400,300.0,35,1,2,1,1,1,0,0,57.232647234429116,30.03211462514222,C
742,1500,125.0,110,2,2,1,1,0,0,0,31.98361367873975,16.256562568320263,C
743,3500,800.0,52,2,2,1,1,1,1,1,29.32834936571854,14.841037015136015,B
744,1850,522.0,50,2,2,1,1,1,0,0,29.32834936571854,14.841037015136015,B
745,1500,290.7922621478793,32,1,2,1,1,0,0,0,57.232647234429116,30.03211462514222,C
746,1250,700.0,80,1,2,1,1,1,0,0,29.96586380462771,14.511229657479197,B
747,1200,280.0,36,1,2,1,1,0,0,0,57.232647234429116,30.03211462514222,C
748,4000,1123.0,160,3,5,3,3,0,0,1,36.49060220000419,20.20899308334636,B
749,2500,1300.0,120,3,2,1,2,0,0,1,32.40567356380175,15.23699701490716,B
750,1400,900.0,75,2,2,1,1,0,0,0,29.89023813563203,15.687458326582117,B
751,2900,950.0,139,3,2,1,1,1,0,0,33.524205866749334,19.112767705525528,B
752,1600,450.0,62,1,2,1,1,1,1,0,30.058304914488353,15.139146507512537,B
753,4400,574.0,79,2,2,1,2,1,0,0,29.89023813563203,15.687458326582117,B
754,1500,570.0,70,2,2,1,1,0,0,0,29.89023813563203,15.687458326582117,B
755,1400,300.0,32,1,2,1,1,0,0,0,57.232647234429116,30.03211462514222,B
756,1650,350.0,36,1,2,1,1,0,1,0,57.232647234429116,30.03211462514222,C
757,2600,738.0,80,2,2,1,2,0,1,0,29.96586380462771,14.511229657479197,B
758,1660,440.0,49,2,2,1,1,1,0,0,36.99486182214457,21.366743561269978,B
759,4000,574.0,79,2,2,1,2,0,0,0,29.89023813563203,15.687458326582117,B
760,1600,550.0,50,1,2,1,1,0,0,0,29.32834936571854,14.841037015136015,C
761,2200,1490.0,117,3,4,1,2,1,0,1,31.98361367873975,16.256562568320263,B
762,1300,649.0,48,1,2,1,1,0,0,1,36.99486182214457,21.366743561269978,B
763,9900,3200.0,250,3,5,3,4,0,0,1,38.18083078314446,16.497500901577165,B
764,11000,1328.0,154,3,5,3,4,1,1,1,34.69009028732308,18.39883468281598,B
765,2400,870.0,75,2,2,1,1,1,0,0,29.89023813563203,15.687458326582117,B
766,14000,1800.0,210,4,5,4,3,0,1,1,41.23008367311226,17.673197775061375,B
767,6500,1616.0,147,3,4,3,3,1,1,1,31.98649897940333,14.386608380317087,B
768,2400,650.0,35,1,2,1,1,1,1,1,57.232647234429116,30.03211462514222,B
769,4500,624.0,74,1,2,1,1,0,1,1,29.89023813563203,15.687458326582117,B
770,7600,2900.0,242,3,5,3,3,1,0,1,44.611776256408795,23.028738629822744,B
771,2500,550.0,35,1,2,1,1,1,1,1,57.232647234429116,30.03211462514222,B
772,2500,903.0,35,1,2,1,1,1,1,1,57.232647234429116,30.03211462514222,B
773,3700,1100.0,80,2,2,1,2,0,0,0,29.96586380462771,14.511229657479197,B
774,10800,1541.0,180,3,5,3,3,1,0,1,33.75312602762508,16.082795223611875,B
775,4600,860.0,70,2,2,1,1,1,0,1,29.89023813563203,15.687458326582117,B
776,3200,650.0,35,1,2,1,1,1,1,1,57.232647234429116,30.03211462514222,B
777,3500,4700.0,325,4,3,1,4,1,0,1,41.880293863537645,28.60353166508718,B
778,3000,856.0,62,1,2,1,1,1,1,1,30.058304914488353,15.139146507512537,B
779,2500,444.0,37,1,2,1,1,1,0,1,57.232647234429116,30.03211462514222,B
780,4000,1964.0,165,3,4,3,3,1,0,1,36.49060220000419,20.20899308334636,B
781,10000,1550.0,155,2,3,2,2,1,1,1,34.69009028732308,18.39883468281598,B
782,22000,2337.0,218,3,5,3,4,1,1,0,41.23008367311226,17.673197775061375,B
783,2400,600.0,35,1,2,1,1,1,1,1,57.232647234429116,30.03211462514222,B
784,3200,970.0,74,2,2,1,2,1,1,0,29.89023813563203,15.687458326582117,B
785,1700,910.0,60,2,2,1,1,1,0,1,30.058304914488353,15.139146507512537,B
786,3500,970.0,70,2,2,1,2,1,0,1,29.89023813563203,15.687458326582117,B
787,3000,800.0,73,2,2,1,2,1,0,1,29.89023813563203,15.687458326582117,B
788,18000,2200.0,200,3,4,3,3,1,1,1,39.81810913458242,27.585220129970715,B
789,6500,900.9674917778958,67,1,2,1,2,1,1,1,30.058304914488353,15.139146507512537,B
790,2500,600.0,48,1,2,1,1,1,1,1,36.99486182214457,21.366743561269978,B
791,3700,630.0,50,1,2,1,1,1,1,1,29.32834936571854,14.841037015136015,B
792,3000,759.5935498567341,75,3,2,1,2,0,1,1,29.89023813563203,15.687458326582117,C
793,1343,550.0,70,2,2,1,1,1,0,0,29.89023813563203,15.687458326582117,C
794,1200,400.0,51,2,2,1,1,0,0,1,29.32834936571854,14.841037015136015,C
795,2044,656.0,72,3,3,1,1,1,0,1,29.89023813563203,15.687458326582117,C
796,1600,400.0,47,2,2,1,1,1,0,0,36.99486182214457,21.366743561269978,D
797,1310,540.0,70,2,2,1,1,0,0,0,29.89023813563203,15.687458326582117,C
798,2600,709.0210778320568,72,2,2,1,1,0,1,0,29.89023813563203,15.687458326582117,C
799,6500,1745.0252458303753,163,4,5,3,3,1,0,1,36.49060220000419,20.20899308334636,C
800,1360,812.0,70,3,2,1,1,0,0,1,29.89023813563203,15.687458326582117,C
801,5000,1165.0,149,3,4,3,2,1,1,1,31.98649897940333,14.386608380317087,C
802,1348,700.0,75,3,2,1,2,1,0,0,29.89023813563203,15.687458326582117,D
803,1150,350.0,48,2,2,1,1,1,0,0,36.99486182214457,21.366743561269978,D
804,1900,350.0,61,2,2,1,1,0,0,1,30.058304914488353,15.139146507512537,C
805,1500,528.1835054751391,59,2,2,1,1,0,0,1,29.32834936571854,14.841037015136015,D
806,6500,1750.0,184,4,4,3,4,0,1,0,33.75312602762508,16.082795223611875,C
807,1350,450.0,55,1,2,1,1,1,0,1,29.32834936571854,14.841037015136015,C
808,1250,390.0,50,2,2,1,1,1,1,0,29.32834936571854,14.841037015136015,D
809,4500,1100.0,133,3,3,1,2,0,0,0,33.524205866749334,19.112767705525528,C
810,3000,1500.0,135,4,4,1,3,1,0,0,33.524205866749334,19.112767705525528,C
811,1800,497.0,64,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,C
812,1900,500.0,61,2,2,1,1,0,0,1,30.058304914488353,15.139146507512537,C
813,12000,4174.0,236,4,5,4,3,0,0,0,37.378971594296566,22.385512356878106,C
814,2200,750.0,73,3,2,1,2,0,0,1,29.89023813563203,15.687458326582117,D
815,1630,412.0,65,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,C
816,7000,1000.0,149,3,4,3,2,0,0,0,31.98649897940333,14.386608380317087,C
817,2700,620.0,81,3,2,1,2,1,0,1,29.96586380462771,14.511229657479197,C
818,1300,600.0,62,2,2,1,1,1,0,1,30.058304914488353,15.139146507512537,C
819,1500,350.0,50,2,2,1,1,1,0,1,29.32834936571854,14.841037015136015,C
820,4500,1200.0,134,3,5,3,2,1,0,0,33.524205866749334,19.112767705525528,C
821,1500,589.0,65,1,2,1,2,1,0,1,30.058304914488353,15.139146507512537,C
822,1905,395.0,62,2,2,1,1,0,0,1,30.058304914488353,15.139146507512537,D
823,1430,470.0,55,1,2,1,1,1,1,1,29.32834936571854,14.841037015136015,C
824,1300,550.0,60,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,C
825,1100,580.0,55,3,2,1,1,1,0,0,29.32834936571854,14.841037015136015,C
826,1400,510.0,68,3,2,1,1,1,1,1,30.058304914488353,15.139146507512537,C
827,1100,520.0,56,2,2,1,1,1,0,1,29.32834936571854,14.841037015136015,C
828,1700,593.0349487086877,65,3,2,1,1,1,0,1,30.058304914488353,15.139146507512537,C
829,1000,250.0,46,2,2,1,1,1,0,0,36.99486182214457,21.366743561269978,D
830,1240,360.0,42,2,2,1,1,1,0,1,36.99486182214457,21.366743561269978,C
831,1000,300.0,52,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,C
832,1400,372.6660280590449,42,2,2,1,1,1,0,1,36.99486182214457,21.366743561269978,C
833,1100,480.0,59,2,2,1,1,1,1,0,29.32834936571854,14.841037015136015,C
834,2300,2519.6661278711927,280,3,2,1,2,0,0,0,50.08956592534053,38.271566952717365,C
835,1500,387.5072131330592,43,2,2,1,1,1,0,1,36.99486182214457,21.366743561269978,C
836,900,320.0,38,2,2,1,1,0,0,0,57.232647234429116,30.03211462514222,C
837,1385,615.0,75,3,2,1,1,0,0,1,29.89023813563203,15.687458326582117,C
838,1400,460.5887107728448,52,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,C
839,1400,530.0,66,3,2,1,1,0,0,1,30.058304914488353,15.139146507512537,C
840,1300,420.0,51,2,2,1,1,1,0,1,29.32834936571854,14.841037015136015,C
841,800,100.0,49,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,D
842,1100,560.0,60,3,2,1,1,1,0,0,30.058304914488353,15.139146507512537,C
843,2025,790.0,114,2,4,1,2,1,0,1,31.98361367873975,16.256562568320263,C
844,1750,340.0,47,2,2,1,1,1,0,1,36.99486182214457,21.366743561269978,C
845,1450,650.0,75,3,2,1,1,0,0,1,29.89023813563203,15.687458326582117,C
846,1000,329.0,45,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,C
847,1600,516.6478857350135,57,3,2,1,1,1,0,0,29.32834936571854,14.841037015136015,C
848,1400,615.0,74,3,2,1,1,0,0,1,29.89023813563203,15.687458326582117,C
849,1000,430.0,47,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,C
850,1350,369.6415696577277,42,2,2,1,1,1,0,1,36.99486182214457,21.366743561269978,C
851,900,504.0,80,2,2,1,1,0,0,1,29.96586380462771,14.511229657479197,D
852,1000,350.0,45,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,C
853,925,325.0,46,2,2,1,1,1,0,0,36.99486182214457,21.366743561269978,C
854,1200,530.0,66,3,2,1,1,0,0,1,30.058304914488353,15.139146507512537,C
855,1100,600.0,62,2,2,1,1,1,0,1,30.058304914488353,15.139146507512537,C
856,1342,558.0,75,3,2,1,1,0,0,1,29.89023813563203,15.687458326582117,C
857,900,320.0,39,2,2,1,1,0,0,0,57.232647234429116,30.03211462514222,D
858,1250,199.0,48,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,D
859,1500,500.0,64,3,2,1,1,0,0,0,30.058304914488353,15.139146507512537,D
860,1100,400.0,38,2,2,1,1,0,0,0,57.232647234429116,30.03211462514222,D
861,1200,782.5970714800159,90,2,2,1,1,0,0,0,31.010996311706176,17.639604246052702,D
862,1400,337.4969549735249,38,2,2,1,1,0,0,0,57.232647234429116,30.03211462514222,D
863,1260,199.0,48,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,D
864,1200,404.5295358106762,47,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,D
865,1290,230.0,46,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,D
866,1200,430.90634062481615,50,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,D
867,1100,400.0,39,2,2,1,1,1,1,0,57.232647234429116,30.03211462514222,D
868,1300,340.2403064422706,39,2,2,1,1,1,0,0,57.232647234429116,30.03211462514222,D
869,900,465.5131998451931,56,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,D
870,1300,500.0,95,3,2,1,1,0,0,0,31.010996311706176,17.639604246052702,D
871,1100,454.0,98,3,2,1,1,0,0,0,31.010996311706176,17.639604246052702,D
872,1100,454.0,98,3,2,1,1,0,0,0,31.010996311706176,17.639604246052702,D
873,1150,450.0,90,3,2,1,1,0,0,0,31.010996311706176,17.639604246052702,D
874,1000,436.3930435623074,52,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,D
875,700,300.0,42,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,D
876,1200,230.0,50,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,D
877,800,318.78799070047893,40,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,D
878,1330,470.0,66,3,2,1,1,1,0,0,30.058304914488353,15.139146507512537,D
879,1200,570.0,60,3,2,1,1,1,0,1,30.058304914488353,15.139146507512537,D
880,1400,443.00417423008486,50,2,2,1,1,1,0,1,29.32834936571854,14.841037015136015,D
881,1450,446.0286326314021,50,2,2,1,1,1,0,1,29.32834936571854,14.841037015136015,D
882,1200,483.6599502530961,56,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,D
883,1300,500.0,95,3,2,1,1,0,0,0,31.010996311706176,17.639604246052702,D
884,1600,472.6865443781135,52,2,2,1,1,0,0,1,29.32834936571854,14.841037015136015,D
885,850,497.657814529396,60,1,2,1,1,0,0,0,30.058304914488353,15.139146507512537,D
886,2000,699.1043818303907,75,3,2,1,2,1,0,1,29.89023813563203,15.687458326582117,D
887,1045,305.0,48,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,D
888,1400,530.9268569438848,60,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,D
889,1100,561.0,55,2,2,1,1,1,0,1,29.32834936571854,14.841037015136015,D
890,1200,512.0,65,3,2,1,1,1,0,1,30.058304914488353,15.139146507512537,D
891,1450,1.0,48,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,D
892,1200,350.0,50,2,2,1,1,1,0,0,29.32834936571854,14.841037015136015,D
893,1100,600.7027892497817,70,2,2,1,1,0,0,0,29.89023813563203,15.687458326582117,C
894,1000,800.0,61,2,2,1,2,1,0,1,30.058304914488353,15.139146507512537,C
895,2300,1.0,63,3,2,1,1,1,0,0,30.058304914488353,15.139146507512537,C
896,1600,630.9473732629534,70,2,2,1,1,0,0,0,29.89023813563203,15.687458326582117,C
897,1500,529.0,50,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,C
898,1300,400.0,50,2,2,1,1,1,0,0,29.32834936571854,14.841037015136015,C
899,1500,732.0,74,3,2,1,1,1,0,1,29.89023813563203,15.687458326582117,C
900,1300,450.0,65,3,2,1,1,1,0,0,30.058304914488353,15.139146507512537,C
901,1500,800.0,91,3,1,2,2,1,0,1,31.010996311706176,17.639604246052702,C
902,1740,732.0,74,3,2,1,1,1,0,1,29.89023813563203,15.687458326582117,C
903,2500,729.0,61,2,2,1,2,1,0,1,30.058304914488353,15.139146507512537,C
904,1100,560.0,62,2,2,1,1,1,0,0,30.058304914488353,15.139146507512537,C
905,2000,1100.0,90,3,3,1,2,0,0,0,31.010996311706176,17.639604246052702,C
906,1509,750.0,85,3,2,1,2,1,1,1,29.96586380462771,14.511229657479197,C
907,1800,580.0,66,3,2,1,2,1,0,1,30.058304914488353,15.139146507512537,C
908,950,341.0,45,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,C
909,1500,300.0,48,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,C
910,1000,400.0,50,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,C
911,1700,700.0,67,3,2,1,2,1,1,1,30.058304914488353,15.139146507512537,C
912,1100,600.0,56,2,2,1,1,1,0,0,29.32834936571854,14.841037015136015,C
913,1910,650.0,66,3,2,1,2,0,0,1,30.058304914488353,15.139146507512537,C
914,1850,510.0,66,3,2,1,2,1,1,1,30.058304914488353,15.139146507512537,C
915,1200,600.0,60,3,2,1,1,1,1,0,30.058304914488353,15.139146507512537,C
916,1150,383.920540866599,45,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,C
917,1300,600.0,70,3,2,1,1,1,0,1,29.89023813563203,15.687458326582117,C
918,1700,593.0349487086877,65,3,2,1,1,1,0,1,30.058304914488353,15.139146507512537,C
919,3750,700.0,94,2,3,1,2,1,0,1,31.010996311706176,17.639604246052702,C
920,1500,350.0,48,2,2,1,1,0,0,0,36.99486182214457,21.366743561269978,D
921,1200,386.0,50,1,2,1,1,0,0,0,29.32834936571854,14.841037015136015,C
922,1150,400.0,50,2,2,1,1,0,0,0,29.32834936571854,14.841037015136015,C
923,1320,380.0,50,2,2,1,1,1,0,1,29.32834936571854,14.841037015136015,C
924,1600,556.0,62,3,2,1,1,1,0,1,30.058304914488353,15.139146507512537,C
925,2000,594.0,69,3,2,1,1,0,0,1,30.058304914488353,15.139146507512537,C
926,1500,560.0,68,3,2,1,1,1,0,1,30.058304914488353,15.139146507512537,C
927,3000,1200.0,180,4,4,2,2,0,0,0,33.75312602762508,16.082795223611875,D
928,1500,493.0144323896192,55,3,2,1,1,1,0,0,29.32834936571854,14.841037015136015,D
929,3400,1200.0,185,4,5,3,2,1,1,1,33.75312602762508,16.082795223611875,D
930,1300,485.0,55,2,2,1,1,0,0,1,29.32834936571854,14.841037015136015,D
931,2650,650.4996583337139,65,3,2,1,1,0,0,0,30.058304914488353,15.139146507512537,D
932,4800,1835.6235621559515,185,4,5,3,2,1,0,1,33.75312602762508,16.082795223611875,D
933,4500,1773.5154703911485,180,3,5,3,2,1,0,1,33.75312602762508,16.082795223611875,D
934,4500,1300.0,180,4,5,3,2,1,1,1,33.75312602762508,16.082795223611875,D
935,1400,566.0959300294048,64,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,D
936,3500,1410.0,185,4,1,3,2,0,0,1,33.75312602762508,16.082795223611875,D
937,4500,1200.0,185,4,5,3,2,1,0,1,33.75312602762508,16.082795223611875,D
938,4800,1300.0,185,3,4,3,2,0,0,0,33.75312602762508,16.082795223611875,D
939,4500,1782.307738662529,181,4,4,3,2,1,0,1,33.75312602762508,16.082795223611875,D
940,1450,533.951315345202,60,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,D
941,4000,1451.0,200,4,4,3,2,0,0,1,39.81810913458242,27.585220129970715,D
942,1400,200.0,62,2,2,1,1,0,0,0,30.058304914488353,15.139146507512537,D
943,2400,1200.0,180,4,5,3,2,1,0,1,33.75312602762508,16.082795223611875,D
944,3000,1520.0,180,3,5,3,2,1,0,1,33.75312602762508,16.082795223611875,D
945,1500,642.4829930030791,72,3,2,1,1,0,0,0,29.89023813563203,15.687458326582117,D
946,1600,648.5319098057134,72,3,2,1,1,0,0,0,29.89023813563203,15.687458326582117,D
