,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
17,2.6417348384857178,0.012503157037146434,0.05596003532409668,0.0009012395186002029,,2,10,300,"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300}",-69576939379.04678,-67382418386.59107,-55206985616.89073,-52753789382.99721,-41572834008.84512,-57298593354.87417,10244714553.770607,19
18,0.8619678974151611,0.012787626573560132,0.019980430603027344,0.0006200252711763051,,4,2,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-67902306607.08747,-68332502047.16614,-56138754724.55727,-55096169254.98209,-43316125247.96214,-58157171576.35101,9297369572.927616,78
19,1.709803581237793,0.006576684082851871,0.037291955947875974,0.0006678808962294875,,4,2,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-68654044905.71076,-68783097056.49184,-55902678566.60797,-54049729620.4,-43311445221.91165,-58140199074.22444,9648239329.705395,74
20,2.570921468734741,0.02527065820631864,0.05531091690063476,0.0008395628715890108,,4,2,300,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",-68691109659.86435,-67990375274.52034,-56543849795.51688,-53769999342.32633,-43699807786.42394,-58139028371.73036,9365036633.899723,70
21,0.8697211742401123,0.012919352333688029,0.02088193893432617,0.0018327055346233428,,4,5,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-67902306607.08747,-68332502047.16614,-56138754724.55727,-55096169254.98209,-43316125247.96214,-58157171576.35101,9297369572.927616,78
22,1.7164495944976808,0.007242912329490056,0.03772420883178711,0.0006204866199470287,,4,5,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-68654044905.71076,-68783097056.49184,-55902678566.60797,-54049729620.4,-43311445221.91165,-58140199074.22444,9648239329.705395,74
23,2.5983426570892334,0.05324732731070722,0.055863142013549805,0.002008113230270939,,4,5,300,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300}",-68691109659.86435,-67990375274.52034,-56543849795.51688,-53769999342.32633,-43699807786.42394,-58139028371.73036,9365036633.899723,70
24,0.8288516998291016,0.0038094670710480867,0.01904783248901367,0.0004646596836529619,,4,10,100,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-67591387593.08878,-69037027588.31981,-55755803800.7223,-55615333250.043434,-43128563821.67494,-58225623210.76985,9438631583.817602,103
25,1.6595901012420655,0.006241914586689932,0.03629050254821777,0.0007262199173860346,,4,10,200,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-68311894573.383194,-69244603156.37498,-55674963652.51685,-54353319748.50296,-43286905456.780655,-58174337317.511734,9672678266.612917,90
26,2.4761218070983886,0.008015592388322113,0.05286703109741211,0.000982832299903126,,4,10,300,"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",-68506462550.97881,-68513238710.10596,-56169774744.385605,-54268841781.32428,-43583474294.54746,-58208358416.26843,9442503448.955633,94
27,0.7737656116485596,0.005925365954565614,0.01684541702270508,0.0006228927904180384,10,1,2,100,"{'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-77260016514.95534,-66174991710.01382,-55350725725.21463,-51009173142.28032,-40186160047.10243,-57996213427.91331,12735791001.187246,66
